,team,year,non_fb_o_rating,non_fb_d_rating,o_half_court_dff,d_half_court_dff
0,LAC,2014,1.096818181818182,1.006179775280899,0.030000000000000027,0.050000000000000044
1,GSW,2014,1.0770114942528737,0.9797727272727272,0.040000000000000036,0.06000000000000005
2,TOR,2014,1.0839772727272727,1.0414606741573034,0.020000000000000018,0.050000000000000044
3,CLE,2014,1.0668181818181819,1.0319318181818182,0.07000000000000006,0.030000000000000027
4,DAL,2014,1.0560919540229885,1.0140909090909092,0.020000000000000018,0.040000000000000036
5,ATL,2014,1.0524137931034483,1.0,0.040000000000000036,0.020000000000000018
6,SAS,2014,1.0497701149425287,0.9919318181818182,0.050000000000000044,0.030000000000000027
7,POR,2014,1.0443333333333333,1.0052272727272729,0.030000000000000027,0.040000000000000036
8,NOP,2014,1.05,1.0398863636363636,0.010000000000000009,0.040000000000000036
9,OKC,2014,1.032808988764045,1.0059090909090909,0.040000000000000036,0.050000000000000044
10,CHI,2014,1.04561797752809,1.0059090909090909,0.040000000000000036,0.040000000000000036
11,HOU,2014,1.0225581395348837,0.998139534883721,0.07000000000000006,0.030000000000000027
12,MEM,2014,1.0226136363636364,0.9902247191011235,0.030000000000000027,0.040000000000000036
13,DET,2014,1.0261797752808988,1.0226666666666666,0.030000000000000027,0.040000000000000036
14,UTA,2014,1.0094318181818183,1.0129885057471262,0.06000000000000005,0.07000000000000006
15,SAC,2014,1.0091011235955056,1.0476744186046512,0.06000000000000005,0.040000000000000036
16,PHX,2014,1.0020689655172415,1.0113793103448274,0.050000000000000044,0.08000000000000007
17,DEN,2014,0.9978651685393259,1.0453333333333334,0.040000000000000036,0.050000000000000044
18,BOS,2014,1.0163636363636364,1.011590909090909,0.030000000000000027,0.010000000000000009
19,BKN,2014,1.0163636363636364,1.0441573033707865,0.030000000000000027,0.020000000000000018
20,WAS,2014,1.0059090909090909,1.004022988505747,0.050000000000000044,0.020000000000000018
21,MIA,2014,1.0020689655172415,1.03816091954023,0.030000000000000027,0.040000000000000036
22,IND,2014,1.0085714285714287,0.996629213483146,0.020000000000000018,0.040000000000000036
23,LAL,2014,0.9998863636363635,1.0670786516853934,0.040000000000000036,0.040000000000000036
24,MIL,2014,0.9844186046511628,0.9920689655172413,0.050000000000000044,0.030000000000000027
25,MIN,2014,0.9787499999999999,1.0841379310344827,0.050000000000000044,0.040000000000000036
26,ORL,2014,0.9860919540229883,1.0426136363636362,0.030000000000000027,0.030000000000000027
27,CHA,2014,0.9670786516853933,1.0022222222222221,0.040000000000000036,0.050000000000000044
28,NYK,2014,0.9677272727272725,1.0657471264367817,0.020000000000000018,0.010000000000000009
29,PHI,2014,0.9237209302325581,0.9989411764705882,0.039999999999999925,0.040000000000000036
