,team,year,non_fb_o_rating,non_fb_d_rating,o_half_court_dff,d_half_court_dff
0,SAC,2022,1.1586813186813187,1.134945054945055,0.040000000000000036,0.039999999999999813
1,PHI,2022,1.1472222222222224,1.098681318681319,0.04999999999999982,0.040000000000000036
2,NYK,2022,1.1499999999999997,1.1242391304347827,0.020000000000000018,0.04999999999999982
3,BOS,2022,1.154065934065934,1.08978021978022,0.020000000000000018,0.030000000000000027
4,DEN,2022,1.1411111111111112,1.112,0.04999999999999982,0.039999999999999813
5,DAL,2022,1.1474725274725275,1.1287912087912089,0.010000000000000009,0.07999999999999985
6,ATL,2022,1.1212087912087914,1.133846153846154,0.039999999999999813,0.020000000000000018
7,CLE,2022,1.1302222222222222,1.0675555555555556,0.04999999999999982,0.030000000000000027
8,GSW,2022,1.127777777777778,1.11,0.029999999999999805,0.019999999999999796
9,UTA,2022,1.1278260869565218,1.1402222222222222,0.019999999999999796,0.04999999999999982
10,BKN,2022,1.1233333333333335,1.1194444444444445,0.039999999999999813,0.029999999999999805
11,MEM,2022,1.1223595505617978,1.0753846153846156,0.04999999999999982,0.040000000000000036
12,TOR,2022,1.1018181818181816,1.0976923076923077,0.05999999999999983,0.050000000000000044
13,PHX,2022,1.123076923076923,1.0953846153846154,0.039999999999999813,0.040000000000000036
14,MIL,2022,1.1284782608695654,1.0884615384615386,0.019999999999999796,0.010000000000000009
15,OKC,2022,1.1137078651685395,1.117912087912088,0.029999999999999805,0.019999999999999796
16,LAC,2022,1.1176923076923078,1.1016666666666668,0.04999999999999982,0.039999999999999813
17,LAL,2022,1.1181521739130436,1.1084615384615386,0.04999999999999982,0.05999999999999983
18,WAS,2022,1.1137362637362638,1.1215555555555554,0.039999999999999813,0.06999999999999984
19,POR,2022,1.1210000000000002,1.1555555555555557,0.019999999999999796,0.030000000000000027
20,NOP,2022,1.1057303370786518,1.0949450549450552,0.039999999999999813,0.030000000000000027
21,IND,2022,1.112,1.1355555555555557,0.04999999999999982,0.039999999999999813
22,MIN,2022,1.115111111111111,1.107777777777778,0.029999999999999805,0.029999999999999805
23,CHI,2022,1.096,1.0807692307692307,0.040000000000000036,0.06000000000000005
24,MIA,2022,1.0999999999999999,1.1076923076923078,0.020000000000000018,0.040000000000000036
25,ORL,2022,1.0894444444444447,1.11,0.040000000000000036,0.019999999999999796
26,HOU,2022,1.0794444444444444,1.1461797752808986,0.040000000000000036,0.030000000000000027
27,DET,2022,1.0763333333333336,1.1572222222222222,0.020000000000000018,0.040000000000000036
28,SAS,2022,1.0753846153846156,1.178,0.040000000000000036,0.020000000000000018
29,CHA,2022,1.0553846153846154,1.1281318681318684,0.040000000000000036,0.019999999999999796
