,team,year,non_fb_o_rating,non_fb_d_rating,o_half_court_dff,d_half_court_dff
0,CLE,2024,1.192,1.0826666666666667,0.030000000000000027,0.050000000000000044
1,BOS,2024,1.1799999999999997,1.0840659340659342,0.010000000000000009,0.020000000000000018
2,OKC,2024,1.1541379310344826,1.0392307692307692,0.030000000000000027,0.030000000000000027
3,DEN,2024,1.166,1.127191011235955,0.030000000000000027,0.029999999999999805
4,NYK,2024,1.15,1.1212087912087914,0.020000000000000018,0.019999999999999796
5,MEM,2024,1.1457303370786516,1.0885393258426965,0.040000000000000036,0.040000000000000036
6,PHX,2024,1.124,1.143820224719101,0.029999999999999805,0.020000000000000018
7,SAC,2024,1.1272222222222221,1.1352808988764045,0.04999999999999982,0.029999999999999805
8,DAL,2024,1.1233333333333335,1.1183333333333332,0.04999999999999982,0.010000000000000009
9,IND,2024,1.1214606741573034,1.1255555555555556,0.029999999999999805,0.019999999999999796
10,MIN,2024,1.1179999999999999,1.07,0.029999999999999805,0.030000000000000027
11,SAS,2024,1.1135955056179776,1.13,0.04999999999999982,0.039999999999999813
12,HOU,2024,1.1202247191011236,1.0729213483146067,0.039999999999999813,0.040000000000000036
13,LAL,2024,1.1157303370786518,1.1135955056179776,0.039999999999999813,0.039999999999999813
14,DET,2024,1.108,1.0914606741573034,0.029999999999999805,0.030000000000000027
15,MIL,2024,1.1205555555555557,1.102,0.029999999999999805,0.0
16,GSW,2024,1.1079545454545456,1.094,0.029999999999999805,0.040000000000000036
17,CHI,2024,1.11,1.134,0.039999999999999813,0.020000000000000018
18,LAC,2024,1.0881818181818184,1.0709090909090908,0.040000000000000036,0.050000000000000044
19,ATL,2024,1.1038202247191011,1.1131818181818183,0.020000000000000018,0.04999999999999982
20,PHI,2024,1.090909090909091,1.1493333333333333,0.030000000000000027,0.06999999999999984
21,MIA,2024,1.092,1.1042696629213482,0.030000000000000027,0.040000000000000036
22,POR,2024,1.0948314606741574,1.1118181818181818,0.020000000000000018,0.04999999999999982
23,NOP,2024,1.0796629213483147,1.1602247191011235,0.050000000000000044,0.040000000000000036
24,UTA,2024,1.0893406593406594,1.151590909090909,0.07000000000000006,0.030000000000000027
25,TOR,2024,1.0652808988764044,1.1217977528089886,0.040000000000000036,0.029999999999999805
26,BKN,2024,1.0674157303370786,1.1142696629213484,0.020000000000000018,0.05999999999999983
27,ORL,2024,1.0491011235955057,1.0680898876404497,0.050000000000000044,0.030000000000000027
28,CHA,2024,1.0494444444444446,1.1224719101123595,0.040000000000000036,0.039999999999999813
29,WAS,2024,1.0364444444444443,1.1526136363636363,0.040000000000000036,0.030000000000000027
