,team,year,non_fb_o_rating,non_fb_d_rating,o_half_court_dff,d_half_court_dff
0,BKN,2020,1.152197802197802,1.1124444444444443,0.030000000000000027,0.0
1,POR,2020,1.1600000000000001,1.1241304347826087,0.0,0.029999999999999805
2,LAC,2020,1.1423333333333334,1.0792307692307694,0.030000000000000027,0.040000000000000036
3,UTA,2020,1.1551648351648354,1.0433333333333334,0.039999999999999813,0.050000000000000044
4,PHX,2020,1.1420000000000001,1.0811111111111111,0.04999999999999982,0.050000000000000044
5,DEN,2020,1.1340449438202245,1.0839999999999999,0.030000000000000027,0.06000000000000005
6,MIL,2020,1.1385393258426966,1.0861538461538462,0.030000000000000027,0.010000000000000009
7,DAL,2020,1.1278021978021977,1.0982222222222224,0.0,0.030000000000000027
8,ATL,2020,1.1240659340659342,1.0916666666666668,0.019999999999999796,0.040000000000000036
9,BOS,2020,1.096,1.1016666666666668,0.04999999999999982,0.020000000000000018
10,NOP,2020,1.1105555555555555,1.1102222222222222,0.030000000000000027,0.04999999999999982
11,SAC,2020,1.1039999999999999,1.136,0.050000000000000044,0.020000000000000018
12,PHI,2020,1.0940909090909092,1.0415384615384615,0.030000000000000027,0.040000000000000036
13,IND,2020,1.098888888888889,1.09,0.06000000000000005,0.040000000000000036
14,TOR,2020,1.0952808988764045,1.0925274725274725,0.030000000000000027,0.030000000000000027
15,MEM,2020,1.0781818181818184,1.072,0.040000000000000036,0.040000000000000036
16,WAS,2020,1.077912087912088,1.094,0.030000000000000027,0.030000000000000027
17,MIA,2020,1.086179775280899,1.088,0.030000000000000027,0.0
18,CHI,2020,1.0843956043956045,1.0957303370786518,0.040000000000000036,0.030000000000000027
19,GSW,2020,1.0940449438202249,1.062888888888889,0.010000000000000009,0.06000000000000005
20,SAS,2020,1.0799999999999998,1.1074725274725274,0.040000000000000036,-0.010000000000000009
21,NYK,2020,1.0742857142857143,1.048777777777778,0.030000000000000027,0.050000000000000044
22,CHA,2020,1.073932584269663,1.0952222222222223,0.020000000000000018,0.07000000000000006
23,LAL,2020,1.0670000000000002,1.051797752808989,0.06000000000000005,0.030000000000000027
24,MIN,2020,1.0623595505617978,1.1223333333333334,0.020000000000000018,0.029999999999999805
25,DET,2020,1.0455555555555556,1.1,0.040000000000000036,0.020000000000000018
26,HOU,2020,1.0394444444444444,1.1262921348314605,0.040000000000000036,0.039999999999999813
27,CLE,2020,1.02,1.118314606741573,0.020000000000000018,0.039999999999999813
28,ORL,2020,1.0184615384615385,1.1111111111111112,0.050000000000000044,0.04999999999999982
29,OKC,2020,1.01,1.1070786516853932,0.010000000000000009,0.039999999999999813
