,team,year,non_fb_o_rating,non_fb_d_rating,o_half_court_dff,d_half_court_dff
0,DAL,2019,1.1358241758241756,1.0921978021978023,0.010000000000000009,0.030000000000000027
1,LAC,2019,1.1016483516483515,1.0494444444444446,0.019999999999999796,0.040000000000000036
2,POR,2019,1.1180434782608697,1.112197802197802,0.010000000000000009,0.039999999999999813
3,BOS,2019,1.104943820224719,1.042,0.040000000000000036,0.030000000000000027
4,DEN,2019,1.1,1.0816666666666668,0.020000000000000018,0.030000000000000027
5,HOU,2019,1.1035955056179774,1.0695555555555556,0.040000000000000036,0.050000000000000044
6,MIA,2019,1.1,1.0694444444444446,0.020000000000000018,0.040000000000000036
7,MIL,2019,1.0930769230769233,0.9980000000000001,0.040000000000000036,0.030000000000000027
8,UTA,2019,1.098913043478261,1.0694444444444446,0.040000000000000036,0.040000000000000036
9,LAL,2019,1.0905555555555555,1.0372222222222223,0.040000000000000036,0.050000000000000044
10,PHX,2019,1.0916666666666668,1.0855555555555556,0.030000000000000027,0.030000000000000027
11,SAS,2019,1.0887777777777778,1.1021978021978023,0.050000000000000044,0.030000000000000027
12,TOR,2019,1.0907865168539328,1.016,0.030000000000000027,0.040000000000000036
13,PHI,2019,1.0823333333333334,1.055824175824176,0.030000000000000027,0.040000000000000036
14,NOP,2019,1.0816483516483517,1.087865168539326,0.050000000000000044,0.030000000000000027
15,WAS,2019,1.0783333333333334,1.1240659340659342,0.040000000000000036,0.019999999999999796
16,OKC,2019,1.0705555555555557,1.054,0.050000000000000044,0.050000000000000044
17,IND,2019,1.058131868131868,1.055934065934066,0.040000000000000036,0.010000000000000009
18,SAC,2019,1.0755555555555556,1.084111111111111,0.030000000000000027,0.030000000000000027
19,DET,2019,1.0611111111111111,1.1042696629213482,0.050000000000000044,0.040000000000000036
20,BKN,2019,1.0672826086956522,1.0676666666666668,0.0,0.010000000000000009
21,MEM,2019,1.0587777777777778,1.07,0.050000000000000044,0.040000000000000036
22,ORL,2019,1.0546666666666666,1.0726666666666667,0.040000000000000036,0.030000000000000027
23,MIN,2019,1.06,1.0941758241758244,0.010000000000000009,0.020000000000000018
24,ATL,2019,1.048888888888889,1.117,0.040000000000000036,0.05999999999999983
25,CLE,2019,1.0453846153846154,1.1238636363636365,0.030000000000000027,0.039999999999999813
26,CHA,2019,1.0315384615384615,1.1026966292134832,0.030000000000000027,0.06000000000000005
27,NYK,2019,1.034,1.0923333333333334,0.0,0.040000000000000036
28,CHI,2019,1.0275,1.0649438202247192,0.030000000000000027,0.040000000000000036
29,GSW,2019,1.0191011235955054,1.1,0.040000000000000036,0.029999999999999805
