,team,year,non_fb_o_rating,non_fb_d_rating,o_half_court_dff,d_half_court_dff
0,GSW,2016,1.11625,1.0085393258426965,0.06999999999999984,0.040000000000000036
1,HOU,2016,1.1121348314606743,1.0557954545454546,0.019999999999999796,0.06000000000000005
2,CLE,2016,1.1043956043956042,1.0699999999999998,0.040000000000000036,0.06000000000000005
3,DEN,2016,1.108,1.0837777777777777,0.020000000000000018,0.030000000000000027
4,LAC,2016,1.097,1.0476923076923077,0.050000000000000044,0.040000000000000036
5,TOR,2016,1.0923595505617978,1.0438888888888889,0.050000000000000044,0.030000000000000027
6,BOS,2016,1.07,1.055888888888889,0.030000000000000027,0.010000000000000009
7,WAS,2016,1.0832584269662922,1.063076923076923,0.06000000000000005,0.040000000000000036
8,SAS,2016,1.08,1.0078651685393258,0.020000000000000018,0.020000000000000018
9,MIN,2016,1.076179775280899,1.0852808988764047,0.010000000000000009,0.030000000000000027
10,POR,2016,1.074,1.0799999999999998,0.020000000000000018,0.030000000000000027
11,UTA,2016,1.062857142857143,1.018,0.030000000000000027,0.030000000000000027
12,CHA,2016,1.0626666666666669,1.07,0.030000000000000027,0.040000000000000036
13,MIL,2016,1.0535955056179775,1.056067415730337,0.050000000000000044,0.020000000000000018
14,IND,2016,1.0502247191011236,1.0521348314606742,0.040000000000000036,0.030000000000000027
15,OKC,2016,1.0582222222222224,1.0421348314606742,0.020000000000000018,0.010000000000000009
16,MIA,2016,1.04,1.0540659340659342,0.050000000000000044,0.010000000000000009
17,NYK,2016,1.056,1.082,0.010000000000000009,0.030000000000000027
18,MEM,2016,1.0402247191011236,1.0305555555555554,0.040000000000000036,0.050000000000000044
19,CHI,2016,1.0391011235955057,1.04,0.050000000000000044,0.040000000000000036
20,SAC,2016,1.0314606741573034,1.0804494382022471,0.06000000000000005,0.06000000000000005
21,PHX,2016,1.035,1.0853932584269663,0.050000000000000044,0.050000000000000044
22,DET,2016,1.0295555555555556,1.0513483146067415,0.050000000000000044,0.030000000000000027
23,LAL,2016,1.0291011235955057,1.1,0.040000000000000036,0.020000000000000018
24,DAL,2016,1.0333333333333334,1.0531868131868132,0.030000000000000027,0.030000000000000027
25,NOP,2016,1.026629213483146,1.0373333333333332,0.030000000000000027,0.040000000000000036
26,ATL,2016,1.03,1.0327272727272727,0.010000000000000009,0.040000000000000036
27,BKN,2016,1.014,1.0710227272727273,0.040000000000000036,0.050000000000000044
28,ORL,2016,1.01,1.0753333333333335,0.040000000000000036,0.050000000000000044
29,PHI,2016,0.9996629213483145,1.0623595505617978,0.040000000000000036,0.050000000000000044
