,team,year,non_fb_o_rating,non_fb_d_rating,o_half_court_dff,d_half_court_dff
0,BOS,2023,1.2042222222222223,1.0828260869565218,0.020000000000000018,0.040000000000000036
1,IND,2023,1.1746666666666667,1.1521739130434783,0.040000000000000036,0.040000000000000036
2,OKC,2023,1.1539325842696628,1.0975555555555556,0.030000000000000027,0.010000000000000009
3,DEN,2023,1.1478021978021977,1.0861538461538462,0.010000000000000009,0.06000000000000005
4,LAC,2023,1.1417977528089887,1.1124175824175826,0.040000000000000036,0.04999999999999982
5,MIL,2023,1.154,1.1255555555555556,0.040000000000000036,0.039999999999999813
6,NYK,2023,1.1420000000000001,1.105111111111111,0.020000000000000018,0.030000000000000027
7,PHX,2023,1.1440000000000001,1.1000000000000003,0.039999999999999813,0.029999999999999805
8,DAL,2023,1.146923076923077,1.1199999999999999,0.039999999999999813,0.039999999999999813
9,GSW,2023,1.138,1.1239999999999999,0.030000000000000027,0.04999999999999982
10,NOP,2023,1.1442696629213485,1.0992307692307695,0.039999999999999813,0.030000000000000027
11,ATL,2023,1.1425274725274726,1.1555555555555557,0.010000000000000009,0.040000000000000036
12,SAC,2023,1.1333333333333333,1.1176923076923078,0.04999999999999982,0.04999999999999982
13,PHI,2023,1.1343820224719101,1.1056043956043955,0.05999999999999983,0.050000000000000044
14,LAL,2023,1.124,1.1213333333333333,0.04999999999999982,0.029999999999999805
15,MIN,2023,1.1246666666666667,1.047777777777778,0.039999999999999813,0.07000000000000006
16,CLE,2023,1.114,1.0816666666666668,0.04999999999999982,0.040000000000000036
17,UTA,2023,1.1192307692307693,1.1659550561797751,0.039999999999999813,0.050000000000000044
18,CHI,2023,1.1016666666666668,1.1279120879120879,0.039999999999999813,0.029999999999999805
19,HOU,2023,1.108,1.104,0.04999999999999982,0.020000000000000018
20,MIA,2023,1.102,1.0918681318681318,0.039999999999999813,0.030000000000000027
21,ORL,2023,1.0896629213483147,1.076741573033708,0.050000000000000044,0.050000000000000044
22,BKN,2023,1.0955555555555556,1.1262637362637364,0.040000000000000036,0.039999999999999813
23,TOR,2023,1.0970786516853932,1.1597802197802196,0.050000000000000044,0.040000000000000036
24,WAS,2023,1.0756666666666668,1.1664444444444442,0.050000000000000044,0.040000000000000036
25,SAS,2023,1.0730769230769233,1.142134831460674,0.040000000000000036,0.020000000000000018
26,DET,2023,1.0590217391304348,1.1480898876404493,0.040000000000000036,0.040000000000000036
27,CHA,2023,1.0624175824175826,1.1623333333333334,0.040000000000000036,0.040000000000000036
28,POR,2023,1.0456666666666667,1.1302247191011237,0.050000000000000044,0.04999999999999982
29,MEM,2023,1.0452808988764044,1.111685393258427,0.030000000000000027,0.009999999999999787
