,team,year,non_fb_o_rating,non_fb_d_rating,o_half_court_dff,d_half_court_dff
0,GSW,2018,1.1284444444444446,1.0553846153846154,0.029999999999999805,0.040000000000000036
1,HOU,2018,1.1152808988764045,1.0741111111111112,0.04999999999999982,0.030000000000000027
2,POR,2018,1.1134065934065933,1.0723076923076924,0.04999999999999982,0.010000000000000009
3,MIL,2018,1.1077777777777778,1.0316483516483517,0.039999999999999813,0.040000000000000036
4,TOR,2018,1.097,1.0438888888888889,0.06000000000000005,0.030000000000000027
5,SAS,2018,1.1106521739130435,1.074,0.030000000000000027,0.030000000000000027
6,DEN,2018,1.1007865168539326,1.0633333333333335,0.040000000000000036,0.040000000000000036
7,LAC,2018,1.094021739130435,1.0794444444444444,0.020000000000000018,0.040000000000000036
8,PHI,2018,1.0867032967032968,1.073846153846154,0.040000000000000036,0.010000000000000009
9,BOS,2018,1.0824719101123597,1.0503296703296703,0.040000000000000036,0.040000000000000036
10,CHA,2018,1.094,1.0975824175824176,0.010000000000000009,0.06000000000000005
11,NOP,2018,1.092,1.093932584269663,0.0,0.020000000000000018
12,MIN,2018,1.0817977528089888,1.1058241758241758,0.030000000000000027,0.030000000000000027
13,UTA,2018,1.0842222222222224,1.0296629213483146,0.020000000000000018,0.040000000000000036
14,WAS,2018,1.0813333333333333,1.1021978021978023,0.030000000000000027,0.030000000000000027
15,OKC,2018,1.066179775280899,1.0423333333333333,0.040000000000000036,0.030000000000000027
16,SAC,2018,1.0694444444444446,1.0805555555555557,0.040000000000000036,0.040000000000000036
17,IND,2018,1.0581818181818181,1.038,0.040000000000000036,0.030000000000000027
18,BKN,2018,1.0680434782608696,1.066,0.030000000000000027,0.040000000000000036
19,DAL,2018,1.0737362637362637,1.0905555555555555,-0.010000000000000009,0.030000000000000027
20,DET,2018,1.057912087912088,1.0605555555555557,0.030000000000000027,0.040000000000000036
21,ORL,2018,1.0608791208791208,1.0525274725274725,0.040000000000000036,0.030000000000000027
22,LAL,2018,1.0525274725274727,1.062,0.050000000000000044,0.040000000000000036
23,ATL,2018,1.057777777777778,1.0959090909090912,0.020000000000000018,0.029999999999999805
24,CLE,2018,1.040769230769231,1.1517777777777778,0.050000000000000044,0.0
25,MIA,2018,1.05,1.047,0.010000000000000009,0.06000000000000005
26,MEM,2018,1.0380898876404494,1.05,0.020000000000000018,0.020000000000000018
27,PHX,2018,1.0274157303370786,1.1066292134831461,0.030000000000000027,0.04999999999999982
28,CHI,2018,1.022,1.1025274725274725,0.010000000000000009,0.030000000000000027
29,NYK,2018,1.0137362637362637,1.1111111111111112,0.050000000000000044,0.039999999999999813
