,TEAM_ID,TEAM_NAME,SEASON,SC_REMAINING,PPP,SCALED_PPP,TOTAL_PTS,TOTAL_POSS
0,1610612737,Atlanta Hawks,2018-19,24-22,0.6290704759325706,1.073359721593822,9292.0,14771.0
1,1610612738,Boston Celtics,2018-19,24-22,0.6620214065081531,1.1295826775614068,9216.0,13921.0
2,1610612739,Cleveland Cavaliers,2018-19,24-22,0.619388276516534,1.0568393422925897,8485.0,13699.0
3,1610612740,New Orleans Pelicans,2018-19,24-22,0.650422709464568,1.1097922491342938,9463.0,14549.0
4,1610612741,Chicago Bulls,2018-19,24-22,0.619324796274738,1.05673102830033,8512.0,13744.0
5,1610612742,Dallas Mavericks,2018-19,24-22,0.6290527206089653,1.0733294263408562,8925.0,14188.0
6,1610612743,Denver Nuggets,2018-19,24-22,0.6461099214846538,1.102433498274859,9052.0,14010.0
7,1610612744,Golden State Warriors,2018-19,24-22,0.687009715725081,1.1722193067632787,9546.0,13895.0
8,1610612745,Houston Rockets,2018-19,24-22,0.6678826895565093,1.1395835683704052,9337.0,13980.0
9,1610612746,LA Clippers,2018-19,24-22,0.6556705326758803,1.118746416078335,9441.0,14399.0
10,1610612747,Los Angeles Lakers,2018-19,24-22,0.6382311977715878,1.0889903229634845,9165.0,14360.0
11,1610612748,Miami Heat,2018-19,24-22,0.6149698474636396,1.0493003399716394,8668.0,14095.0
12,1610612749,Milwaukee Bucks,2018-19,24-22,0.6750801840747455,1.1518643874643457,9682.0,14342.0
13,1610612750,Minnesota Timberwolves,2018-19,24-22,0.6366774839466961,1.086339278442519,9221.0,14483.0
14,1610612751,Brooklyn Nets,2018-19,24-22,0.6308388778379861,1.0763770804581827,9197.0,14579.0
15,1610612752,New York Knicks,2018-19,24-22,0.5971233166466897,1.0188494635087133,8469.0,14183.0
16,1610612753,Orlando Magic,2018-19,24-22,0.6384306732055283,1.0893306805298157,8592.0,13458.0
17,1610612754,Indiana Pacers,2018-19,24-22,0.6474846446329336,1.1047791376144236,8855.0,13676.0
18,1610612755,Philadelphia 76ers,2018-19,24-22,0.6588451480670012,1.124163145082076,9322.0,14149.0
19,1610612756,Phoenix Suns,2018-19,24-22,0.6227481455316143,1.0625721627135003,8815.0,14155.0
20,1610612757,Portland Trail Blazers,2018-19,24-22,0.67012151536812,1.143403594173214,9375.0,13990.0
21,1610612758,Sacramento Kings,2018-19,24-22,0.6475551559582267,1.1048994484847972,9363.0,14459.0
22,1610612759,San Antonio Spurs,2018-19,24-22,0.6659877800407332,1.1363503542423956,9156.0,13748.0
23,1610612760,Oklahoma City Thunder,2018-19,24-22,0.6308048481547052,1.0763190168663122,9264.0,14686.0
24,1610612761,Toronto Raptors,2018-19,24-22,0.6679726456760222,1.1397370571750622,9377.0,14038.0
25,1610612762,Utah Jazz,2018-19,24-22,0.651571231584295,1.111751930012413,8978.0,13779.0
26,1610612763,Memphis Grizzlies,2018-19,24-22,0.6153121148408613,1.0498843381575038,8487.0,13793.0
27,1610612764,Washington Wizards,2018-19,24-22,0.6539970049204877,1.1158909374724686,9171.0,14023.0
28,1610612765,Detroit Pistons,2018-19,24-22,0.6212753910397055,1.060059256112586,8778.0,14129.0
29,1610612766,Charlotte Hornets,2018-19,24-22,0.6453149438362008,1.1010770572717234,9077.0,14066.0
30,0,Overall,2018-19,24-22,0.6432098465115145,1.0974852074475785,9076.033333333333,14111.566666666668
31,1610612737,Atlanta Hawks,2018-19,22-18,0.6926116522698034,1.1817776842107588,7537.0,10882.0
32,1610612738,Boston Celtics,2018-19,22-18,0.7513316235943973,1.281969402761097,7617.0,10138.0
33,1610612739,Cleveland Cavaliers,2018-19,22-18,0.6496899079120466,1.1085418969074914,6914.0,10642.0
34,1610612740,New Orleans Pelicans,2018-19,22-18,0.7192168507005661,1.227173151766691,7751.0,10777.0
35,1610612741,Chicago Bulls,2018-19,22-18,0.6916608962310812,1.1801554442931825,6992.0,10109.0
36,1610612742,Dallas Mavericks,2018-19,22-18,0.6967316458151489,1.1888074770463624,7184.0,10311.0
37,1610612743,Denver Nuggets,2018-19,22-18,0.6941980783444198,1.1844845444353707,7514.0,10824.0
38,1610612744,Golden State Warriors,2018-19,22-18,0.7721531192749012,1.3174963519056442,8008.0,10371.0
39,1610612745,Houston Rockets,2018-19,22-18,0.7469536163522013,1.2744993706829693,7601.0,10176.0
40,1610612746,LA Clippers,2018-19,22-18,0.6926398798347728,1.181825847862426,7378.0,10652.0
41,1610612747,Los Angeles Lakers,2018-19,22-18,0.7191183517010062,1.2270050865612971,7504.0,10435.0
42,1610612748,Miami Heat,2018-19,22-18,0.6532280032688641,1.1145788183534329,7194.0,11013.0
43,1610612749,Milwaukee Bucks,2018-19,22-18,0.7451126419661143,1.271358184074931,8004.0,10742.0
44,1610612750,Minnesota Timberwolves,2018-19,22-18,0.696578799775659,1.1885466814937646,7452.0,10698.0
45,1610612751,Brooklyn Nets,2018-19,22-18,0.6737504560379424,1.14959552162183,7387.0,10964.0
46,1610612752,New York Knicks,2018-19,22-18,0.6457334611697028,1.1017911579420878,6735.0,10430.0
47,1610612753,Orlando Magic,2018-19,22-18,0.7153900210822206,1.2206435737132226,7126.0,9961.0
48,1610612754,Indiana Pacers,2018-19,22-18,0.7215467410803269,1.2311485576791317,7240.0,10034.0
49,1610612755,Philadelphia 76ers,2018-19,22-18,0.7176297747306563,1.2244651826497408,7327.0,10210.0
50,1610612756,Phoenix Suns,2018-19,22-18,0.6705049551675318,1.1440578433425688,7104.0,10595.0
51,1610612757,Portland Trail Blazers,2018-19,22-18,0.738556338028169,1.260171404789057,7551.0,10224.0
52,1610612758,Sacramento Kings,2018-19,22-18,0.7261206733497257,1.23895288939569,7678.0,10574.0
53,1610612759,San Antonio Spurs,2018-19,22-18,0.7456235782810801,1.2722299758403464,7539.0,10111.0
54,1610612760,Oklahoma City Thunder,2018-19,22-18,0.6860791594964224,1.1706315330356376,7575.0,11041.0
55,1610612761,Toronto Raptors,2018-19,22-18,0.7405756371741448,1.2636168603493836,7642.0,10319.0
56,1610612762,Utah Jazz,2018-19,22-18,0.7018174749732724,1.1974852395198665,7221.0,10289.0
57,1610612763,Memphis Grizzlies,2018-19,22-18,0.6664067069604211,1.137065153774543,6836.0,10258.0
58,1610612764,Washington Wizards,2018-19,22-18,0.7182635598955815,1.22554658687105,7429.0,10343.0
59,1610612765,Detroit Pistons,2018-19,22-18,0.6776875298614429,1.1563132052912506,7092.0,10465.0
60,1610612766,Charlotte Hornets,2018-19,22-18,0.7112098097904799,1.2135110335607784,7366.0,10357.0
61,0,Overall,2018-19,22-18,0.7059373648040036,1.2045148553910534,7383.266666666666,10464.833333333334
62,1610612737,Atlanta Hawks,2018-19,18-15,0.6760066188637617,1.1534451289317291,6128.0,9065.0
63,1610612738,Boston Celtics,2018-19,18-15,0.7332541567695962,1.2511244887164106,6174.0,8420.0
64,1610612739,Cleveland Cavaliers,2018-19,18-15,0.631168553727836,1.0769395942541464,5909.0,9362.0
65,1610612740,New Orleans Pelicans,2018-19,18-15,0.71607303877367,1.2218089815763893,6353.0,8872.0
66,1610612741,Chicago Bulls,2018-19,18-15,0.6814139110604333,1.1626713919163205,5976.0,8770.0
67,1610612742,Dallas Mavericks,2018-19,18-15,0.690979097909791,1.1789921169962874,6281.0,9090.0
68,1610612743,Denver Nuggets,2018-19,18-15,0.6780887517292753,1.1569977953472623,6372.0,9397.0
69,1610612744,Golden State Warriors,2018-19,18-15,0.7589338365373275,1.2949407779568949,6435.0,8479.0
70,1610612745,Houston Rockets,2018-19,18-15,0.7370531622364803,1.2576065914477828,6433.0,8728.0
71,1610612746,LA Clippers,2018-19,18-15,0.6859651072341372,1.1704369298724355,6173.0,8999.0
72,1610612747,Los Angeles Lakers,2018-19,18-15,0.7048243001786778,1.2026156743261907,5917.0,8395.0
73,1610612748,Miami Heat,2018-19,18-15,0.6488494479413889,1.1071078510976342,6288.0,9691.0
74,1610612749,Milwaukee Bucks,2018-19,18-15,0.7366363949879297,1.2568954768827405,6408.0,8699.0
75,1610612750,Minnesota Timberwolves,2018-19,18-15,0.6872612160244514,1.1726484324362216,6296.0,9161.0
76,1610612751,Brooklyn Nets,2018-19,18-15,0.6605229318474067,1.1270258855862474,6164.0,9332.0
