,team,year,non_fb_o_rating,non_fb_d_rating,o_half_court_dff,d_half_court_dff
28,GSW,1997,0.9020689655172415,1.0,0.040000000000000036,0.030000000000000027
0,IND,1998,1.0577272727272728,0.99,-0.010000000000000009,0.020000000000000018
1,LAL,1998,1.0420689655172415,0.991860465116279,0.020000000000000018,0.040000000000000036
2,UTA,1998,1.0015116279069767,0.9226190476190477,0.050000000000000044,0.029999999999999916
3,PHX,1998,1.01,0.9803488372093023,0.06000000000000005,0.050000000000000044
4,HOU,1998,1.0085057471264367,0.9665882352941176,0.030000000000000027,0.07999999999999996
5,POR,1998,0.994235294117647,0.9361176470588235,0.040000000000000036,0.010000000000000009
6,MIL,1998,1.0021428571428572,0.973720930232558,0.030000000000000027,0.050000000000000044
7,SEA,1998,1.0076744186046511,1.0103488372093024,0.040000000000000036,0.040000000000000036
8,MIA,1998,0.995632183908046,0.94,0.020000000000000018,0.039999999999999925
9,DET,1998,0.9899999999999999,0.9659999999999999,0.030000000000000027,0.030000000000000027
10,SAS,1998,0.9912941176470589,0.901860465116279,0.050000000000000044,0.040000000000000036
11,DEN,1998,1.002758620689655,1.056046511627907,0.030000000000000027,0.07000000000000006
12,SAC,1998,0.968139534883721,0.9899999999999999,0.050000000000000044,0.020000000000000018
13,DAL,1998,0.9701149425287356,1.0048275862068967,0.050000000000000044,0.040000000000000036
14,CHH,1998,0.9688235294117646,0.966470588235294,0.050000000000000044,0.040000000000000036
15,MIN,1998,0.9799999999999999,0.9773863636363636,0.030000000000000027,0.0
16,TOR,1998,0.968139534883721,0.9819999999999999,0.030000000000000027,0.020000000000000018
17,WAS,1998,0.9681395348837208,0.9934883720930233,0.010000000000000009,0.050000000000000044
18,ORL,1998,0.9433333333333334,0.9359036144578312,0.06999999999999995,0.010000000000000009
19,BOS,1998,0.9619999999999999,0.9684705882352941,0.030000000000000027,0.040000000000000036
20,ATL,1998,0.9532558139534882,0.9262790697674419,0.040000000000000036,0.029999999999999916
21,LAC,1998,0.945232558139535,1.0567441860465117,0.04999999999999993,0.030000000000000027
22,CLE,1998,0.94,0.9699999999999999,0.030000000000000027,0.040000000000000036
23,PHI,1998,0.93,0.9179999999999999,0.039999999999999925,0.029999999999999916
24,NJN,1998,0.9419999999999998,1.0,0.05999999999999994,0.010000000000000009
25,NYK,1998,0.941764705882353,0.9305882352941176,0.039999999999999925,0.039999999999999925
26,VAN,1998,0.9337647058823529,1.0242857142857142,0.029999999999999916,0.050000000000000044
27,GSW,1998,0.9286046511627907,0.9576744186046512,0.029999999999999916,0.05999999999999994
28,CHI,1998,0.8899999999999999,0.9789411764705882,0.040000000000000036,0.040000000000000036
0,IND,1999,1.0427272727272727,0.9919318181818182,0.050000000000000044,0.030000000000000027
1,POR,1999,1.0385057471264367,0.9623255813953489,0.030000000000000027,0.050000000000000044
2,MIL,1999,1.039186046511628,1.0251724137931033,0.040000000000000036,0.040000000000000036
3,UTA,1999,1.0180459770114942,0.9737931034482759,0.040000000000000036,0.030000000000000027
4,LAL,1999,1.0313636363636363,0.9420689655172414,0.010000000000000009,0.029999999999999916
5,DET,1999,1.0227586206896553,1.0117241379310344,0.050000000000000044,0.030000000000000027
6,DAL,1999,1.0213793103448274,1.0224137931034483,0.030000000000000027,0.040000000000000036
7,SEA,1999,1.014137931034483,1.0089655172413794,0.050000000000000044,0.040000000000000036
8,MIN,1999,1.0201149425287357,0.9977272727272727,0.040000000000000036,0.020000000000000018
9,SAC,1999,1.01,0.9670588235294119,0.020000000000000018,0.06999999999999995
10,HOU,1999,0.9941379310344828,1.022,0.050000000000000044,0.030000000000000027
11,BOS,1999,0.9990476190476191,1.0138636363636364,0.040000000000000036,0.040000000000000036
12,SAS,1999,0.9986046511627907,0.9399999999999998,0.030000000000000027,0.020000000000000018
13,TOR,1999,1.0058139534883719,0.9981818181818183,0.030000000000000027,0.030000000000000027
14,PHX,1999,1.0103488372093024,0.9419999999999998,0.030000000000000027,0.05999999999999994
15,NJN,1999,0.9850588235294115,1.0168181818181818,0.050000000000000044,0.030000000000000027
16,MIA,1999,1.001264367816092,0.9617241379310344,0.040000000000000036,0.040000000000000036
17,CHH,1999,0.9909302325581395,0.96816091954023,0.050000000000000044,0.050000000000000044
18,DEN,1999,0.9919318181818182,1.0203488372093024,0.030000000000000027,0.040000000000000036
19,WAS,1999,0.99,1.0273563218390804,0.020000000000000018,0.040000000000000036
20,ORL,1999,0.965813953488372,0.9732941176470588,0.050000000000000044,0.040000000000000036
21,NYK,1999,0.9768181818181817,0.9603488372093023,0.040000000000000036,0.050000000000000044
22,VAN,1999,0.9723255813953487,1.0215116279069767,0.040000000000000036,0.050000000000000044
23,ATL,1999,0.9740449438202247,1.01816091954023,0.020000000000000018,0.06000000000000005
24,PHI,1999,0.9680952380952379,0.96,0.030000000000000027,0.010000000000000009
25,CLE,1999,0.9558139534883721,0.981860465116279,0.040000000000000036,0.050000000000000044
26,GSW,1999,0.9530232558139535,1.0434883720930233,0.039999999999999925,0.050000000000000044
27,LAC,1999,0.94,1.0442528735632184,0.04999999999999993,0.030000000000000027
28,CHI,1999,0.8953488372093023,0.9975,0.040000000000000036,0.010000000000000009
0,LAL,2000,1.0436363636363637,1.0095402298850575,0.0,0.040000000000000036
1,MIL,2000,1.0384883720930234,0.987840909090909,0.050000000000000044,0.06000000000000005
2,UTA,2000,1.013953488372093,0.9812941176470588,0.040000000000000036,0.030000000000000027
3,DAL,2000,1.02816091954023,0.9780459770114942,0.050000000000000044,0.040000000000000036
4,HOU,2000,1.0122727272727272,0.9898863636363636,0.050000000000000044,0.050000000000000044
5,POR,2000,1.014186046511628,0.9711627906976742,0.030000000000000027,0.040000000000000036
6,SAS,2000,1.0129545454545454,0.93,0.040000000000000036,0.029999999999999916
7,SEA,2000,1.003720930232558,1.011860465116279,0.06000000000000005,0.040000000000000036
8,TOR,2000,1.0145454545454546,0.9904545454545454,0.050000000000000044,0.050000000000000044
9,SAC,2000,1.0027058823529411,0.9584883720930233,0.050000000000000044,0.04999999999999993
10,MIN,2000,1.013953488372093,0.9959090909090909,0.020000000000000018,0.040000000000000036
11,ORL,2000,0.9855813953488372,0.9767441860465116,0.06000000000000005,0.040000000000000036
12,DEN,2000,0.9968181818181818,1.0168181818181818,0.050000000000000044,0.040000000000000036
13,PHI,2000,0.9772093023255815,0.9430232558139534,0.050000000000000044,0.039999999999999925
14,BOS,2000,0.9777647058823528,0.9912643678160921,0.030000000000000027,0.050000000000000044
15,LAC,2000,0.9722727272727272,1.0001149425287357,0.040000000000000036,0.050000000000000044
16,IND,2000,0.9784090909090909,0.9840229885057472,0.020000000000000018,0.020000000000000018
17,NYK,2000,0.9613953488372093,0.9406896551724138,0.020000000000000018,0.039999999999999925
18,CHH,2000,0.9601162790697675,0.9417241379310344,0.05999999999999994,0.020000000000000018
19,MIA,2000,0.9593023255813953,0.9412643678160919,0.05999999999999994,0.039999999999999925
20,WAS,2000,0.9613793103448275,1.026046511627907,0.040000000000000036,0.030000000000000027
21,CLE,2000,0.9576744186046512,0.995813953488372,0.04999999999999993,0.050000000000000044
22,PHX,2000,0.955294117647059,0.926046511627907,0.06999999999999995,0.07999999999999996
23,DET,2000,0.9582758620689654,0.9751162790697675,0.030000000000000027,0.050000000000000044
24,NJN,2000,0.9553488372093022,1.0042528735632184,0.040000000000000036,0.030000000000000027
25,VAN,2000,0.9456321839080459,1.0088235294117647,0.039999999999999925,0.050000000000000044
26,ATL,2000,0.94,0.9823529411764705,0.020000000000000018,0.050000000000000044
27,GSW,2000,0.9212941176470589,1.0201162790697673,0.039999999999999925,0.06000000000000005
28,CHI,2000,0.9301176470588234,1.0225581395348837,0.04999999999999993,0.040000000000000036
0,DAL,2001,1.0738636363636365,1.0227272727272727,0.050000000000000044,0.06000000000000005
1,LAL,2001,1.0642528735632184,0.9645454545454546,0.010000000000000009,0.06000000000000005
2,SAC,2001,1.0367441860465116,0.9780459770114942,0.050000000000000044,0.020000000000000018
3,MIN,2001,1.046551724137931,1.0054545454545454,0.040000000000000036,0.040000000000000036
4,SEA,2001,1.04,1.0078160919540229,0.030000000000000027,0.030000000000000027
5,POR,2001,1.0141176470588236,0.983953488372093,0.040000000000000036,0.040000000000000036
6,ORL,2001,1.0116279069767442,1.014186046511628,0.07000000000000006,0.020000000000000018
7,MIL,2001,1.0324137931034483,1.022183908045977,0.030000000000000027,0.06000000000000005
8,SAS,2001,1.0157471264367814,0.9539534883720929,0.020000000000000018,0.030000000000000027
9,LAC,2001,1.0022727272727272,1.0173563218390804,0.050000000000000044,0.050000000000000044
10,UTA,2001,0.9916470588235294,0.9995238095238095,0.050000000000000044,0.050000000000000044
11,DET,2001,0.997674418604651,0.9684883720930232,0.06000000000000005,0.06000000000000005
