,team,player_id,player,TOI,TOs,PLAYER_ID,GP,TOUCHES,TIME_OF_POSS,TOI_POSS,TOI_10_TOUCHES,TO_POSS,TO_10_TOUCHES
0,ATL,101141,Ilyasova,57.460206530679955,43,101141,69,3153,71.5,0.803639252177342,1.8223979235864243,0.6013986013986014,1.363780526482715
1,ATL,201158,Belinelli,82.90334707000069,54,201158,79,3001,106.0,0.7821070478301952,2.7625240609796964,0.5094339622641509,1.7994001999333555
2,ATL,202337,Babbitt,23.799834875819386,15,202337,49,1056,27.0,0.8814753657710883,2.253772242028351,0.5555555555555556,1.4204545454545454
3,ATL,202379,Evans,0.6958827282153475,1,202379,1,8,0.2,3.479413641076737,8.698534102691843,5.0,12.5
4,ATL,203101,Plumlee,83.92403537150585,63,203101,55,1344,36.3,2.3119568972866626,6.2443478699037085,1.7355371900826448,4.6875
5,ATL,203145,Bazemore,196.04573991998885,157,203145,64,3386,146.4,1.339110245355115,5.789891905492878,1.0724043715846994,4.636739515652687
6,ATL,203471,Schröder,254.53952328243304,183,203471,66,5770,469.0,0.5427281946320534,4.411430212867123,0.39019189765458423,3.17157712305026
7,ATL,203473,Dedmon,108.65338441372901,85,203473,61,2559,62.7,1.7329088423242267,4.2459313956127005,1.3556618819776713,3.321610003907777
8,ATL,203488,Muscala,55.52189284676707,42,203488,53,1652,35.2,1.5773265013286097,3.3608893975040597,1.1931818181818181,2.5423728813559325
9,ATL,203705,Magette,13.760725169520937,9,203705,18,513,37.8,0.3640403484000248,2.6824025671580776,0.2380952380952381,1.7543859649122806
10,ATL,1627098,Delaney,84.11121257631424,66,1627098,53,2132,141.8,0.5931679307215391,3.945178826281156,0.465444287729196,3.095684803001876
11,ATL,1627752,Prince,266.13760172121187,191,1627752,81,3891,169.7,1.5682828622346014,6.83982528196381,1.1255156157925752,4.908763813929581
12,ATL,1627761,Bembry,58.461654465743294,47,1627761,25,748,38.4,1.5224389183787317,7.815729206650173,1.2239583333333335,6.283422459893048
13,ATL,1627814,Lee,23.870985794353132,14,1627814,15,615,28.4,0.8405276688152512,3.8814611047728667,0.49295774647887325,2.2764227642276422
14,ATL,1627819,Taylor,109.16588112945722,84,1627819,67,2645,193.5,0.564164760358952,4.127254485045642,0.43410852713178294,3.175803402646503
15,ATL,1628381,Collins,148.8472446356828,105,1628381,73,3445,85.5,1.740903446031378,4.320674735433464,1.2280701754385965,3.0478955007256894
16,ATL,1628416,Dorsey,47.73076142565429,37,1628416,56,1498,72.8,0.6556423272754711,3.1862991605910747,0.5082417582417582,2.469959946595461
17,ATL,1628463,Cavanaugh,16.463504955366602,13,1628463,38,843,18.6,0.8851346750197098,1.952966186876228,0.6989247311827956,1.542111506524318
18,ATL,1628499,Cleveland,5.038443125543197,5,1628499,17,100,3.2,1.574513476732249,5.038443125543197,1.5625,5.0
19,ATL,1628510,White III,7.441608479621666,8,1628510,15,230,6.9,1.0784939825538646,3.235481947661594,1.1594202898550725,3.4782608695652173
20,ATL,1628537,Morris,10.540932299350102,6,1628537,6,105,4.1,2.570959097402464,10.038983142238193,1.4634146341463417,5.714285714285714
21,BKN,201960,Carroll,131.90710649972692,103,201960,71,3643,150.6,0.8758772011934058,3.6208374004866024,0.6839309428950864,2.827340104309635
22,BKN,201967,Cunningham,18.617285985352037,17,201967,73,2040,42.5,0.43805378789063615,0.9126120581054921,0.4,0.8333333333333334
23,BKN,202344,Booker,48.261740873092606,30,202344,67,2277,63.0,0.7660593789379778,2.119531878484524,0.47619047619047616,1.3175230566534915
24,BKN,202389,Mozgov,46.84026008432163,33,202389,29,535,12.6,3.717480959073145,8.755188800807781,2.619047619047619,6.16822429906542
25,BKN,202391,Lin,6.2192175176149975,3,202391,1,50,4.3,1.446329655259302,12.438435035229995,0.6976744186046512,6.0
26,BKN,203092,Zeller,53.05733520582812,35,203092,64,1412,31.4,1.689724051141023,3.7576016434722463,1.1146496815286624,2.4787535410764874
27,BKN,203112,Acy,82.98732960210499,60,203112,68,2228,47.2,1.7582061356378176,3.7247454938108167,1.271186440677966,2.6929982046678633
28,BKN,203459,Crabbe,110.2553620920005,78,203459,73,3155,88.1,1.2514797059250908,3.4946232041838505,0.8853575482406357,2.472266244057052
