,team,player_id,player,TOI,TOs,PLAYER_ID,GP,TOUCHES,TIME_OF_POSS,TOI_POSS,TOI_10_TOUCHES,TO_POSS,TO_10_TOUCHES
0,ATL,2550,Hinrich,5.055740326806424,3,2550,46,1127,80.0,0.0631967540850803,0.44860162615851146,0.0375,0.26619343389529726
1,ATL,2594,Korver,139.8596965645431,98,2594,80,2615,63.5,2.2025149065282377,5.348363157343904,1.5433070866141732,3.747609942638623
2,ATL,2743,Humphries,15.078705696994497,14,2743,53,1599,38.0,0.39680804465774994,0.9430084863661349,0.3684210526315789,0.8755472170106317
3,ATL,200757,Sefolosha,95.10733095981637,68,200757,75,2644,93.7,1.0150195406597264,3.5971002632305735,0.7257203842049093,2.5718608169440245
4,ATL,200794,Millsap,276.23192005519684,191,200794,81,5297,181.3,1.5236178712366069,5.214874835854197,1.0535024820739105,3.6058146120445533
5,ATL,201143,Horford,145.64709935838977,107,201143,82,5211,138.9,1.0485752293620574,2.7949932711262666,0.7703383729301656,2.0533486854730376
6,ATL,201168,Splitter,43.657146025555555,24,201168,36,811,21.0,2.0789117155026453,5.383125280586381,1.1428571428571428,2.9593094944512948
7,ATL,201952,Teague,321.68524095240775,218,201952,79,5623,450.5,0.7140626880186631,5.720882819712035,0.4839067702552719,3.876934020985239
8,ATL,202714,Mack,21.230252290406924,14,202714,52,2724,203.6,0.10427432362675307,0.779377837386451,0.068762278978389,0.5139500734214391
9,ATL,203118,Scott,59.644027690275585,42,203118,75,1813,44.5,1.340315228994957,3.2897974456853607,0.9438202247191011,2.3166023166023164
10,ATL,203145,Bazemore,184.35675657164927,138,203145,75,3576,134.5,1.3706822049936749,5.155390284442094,1.0260223048327137,3.859060402684564
11,ATL,203200,Holiday,19.6853131260856,13,203200,53,912,34.8,0.5656699174162529,2.158477316456754,0.37356321839080464,1.425438596491228
12,ATL,203471,Schröder,233.83612276165974,183,203471,80,4365,365.3,0.6401207850031747,5.357070395456122,0.5009581166164796,4.192439862542955
13,ATL,203488,Muscala,43.60033112605628,27,203488,60,1040,22.5,1.9377924944913902,4.192339531351565,1.2,2.5961538461538463
14,ATL,203501,Hardaway Jr.,28.332552033997292,23,203501,51,1059,34.4,0.823620698662712,2.675406235504938,0.6686046511627908,2.1718602455146363
15,ATL,203934,Patterson,37.36486589937979,23,203934,35,573,21.6,1.7298549027490642,6.520919005127363,1.0648148148148147,4.013961605584642
16,ATL,204002,Tavares,12.85262267634807,5,204002,11,101,2.1,6.120296512546699,12.725368986483238,2.380952380952381,4.9504950495049505
17,BKN,2207,Johnson,170.64373545254122,116,2207,81,4095,213.8,0.7981465643243275,4.1671241868752436,0.5425631431244153,2.832722832722833
18,BKN,101127,Jack,153.31626933828358,94,101127,32,2599,214.6,0.7144280957049561,5.899048454724262,0.4380242311276794,3.616775682954983
19,BKN,200745,Bargnani,39.119332170156895,26,200745,46,1054,26.7,1.4651435269721684,3.7115115910964795,0.9737827715355806,2.4667931688804554
20,BKN,201152,Young,178.11438272134137,136,201152,73,4710,152.0,1.171805149482509,3.781621713828904,0.8947368421052632,2.8874734607218686
21,BKN,201572,Lopez,255.16270764819478,175,201572,73,3808,127.2,2.0059961293097075,6.700701356307636,1.3757861635220126,4.595588235294118
22,BKN,201961,Ellington,59.768606547242555,45,201961,76,1854,74.4,0.8033414858500343,3.223765185935413,0.6048387096774193,2.4271844660194173
23,BKN,202388,Sloan,124.54334719807648,80,202388,61,3251,274.6,0.45354460013866155,3.830924244788572,0.29133284777858703,2.460781298062135
24,BKN,202711,Bogdanović,170.76263106773848,115,202711,79,2518,97.9,1.7442556799564706,6.781677167106373,1.1746680286006128,4.567116759332804
25,BKN,203080,Robinson,108.39913469925968,69,203080,71,1677,52.4,2.068685776703429,6.4638720750900225,1.3167938931297711,4.114490161001789
26,BKN,203156,Sims,15.919925826361789,12,203156,14,318,7.6,2.094727082416025,5.0062659831326375,1.5789473684210527,3.7735849056603774
27,BKN,203186,Reed,23.046704854944387,16,203186,39,512,12.1,1.9046863516482966,4.501309541981326,1.322314049586777,3.125
28,BKN,203499,Larkin,230.1256859561649,146,203499,78,4306,370.1,0.6217932611622936,5.344302971578376,0.3944879762226425,3.3906177426846265
29,BKN,203508,Karasev,24.0148727548275,22,203508,40,486,16.7,1.4380163326244013,4.941331842557099,1.3173652694610778,4.526748971193416
30,BKN,203900,Brown,86.84862191250033,54,203900,62,1438,65.3,1.3299942099923483,6.039542553025059,0.8269525267993875,3.7552155771905427
31,BKN,203930,Kilpatrick,50.31354192358575,27,203930,31,759,30.6,1.6442333961956128,6.628925154622629,0.8823529411764706,3.557312252964427
32,BKN,1626178,Hollis-Jefferson,35.30395007858912,26,1626178,29,847,31.0,1.1388370993093264,4.1681168923954095,0.8387096774193549,3.0696576151121606
33,BKN,1626191,McCullough,21.2346394582408,15,1626191,24,553,13.5,1.5729362561659852,3.8398986362099095,1.1111111111111112,2.7124773960216997
34,BOS,101135,Lee,53.76559556422697,38,101135,54,1790,49.1,1.0950223129170462,3.0036645566607243,0.7739307535641547,2.1229050279329607
35,BOS,101161,Johnson,123.20360568775112,94,101161,78,3153,71.8,1.7159276558182608,3.9075041448700008,1.309192200557103,2.9812876625436093
36,BOS,201973,Jerebko,78.32310414799531,52,201973,77,2028,50.6,1.547887433754848,3.8620860033528257,1.0276679841897234,2.564102564102564
37,BOS,202323,Turner,223.91405207810766,169,202323,80,4370,291.2,0.7689356184000951,5.1238913519017775,0.5803571428571429,3.8672768878718538
38,BOS,202340,Bradley,163.07511533783332,109,202340,75,2893,95.4,1.709382760354647,5.636886116067519,1.1425576519916143,3.7677151745592807
39,BOS,202738,Thomas,315.0408553759809,220,202738,81,6851,528.2,0.596442361559979,4.598465266033877,0.41650889814464215,3.211210042329587
40,BOS,203092,Zeller,63.82496508160715,46,203092,59,1192,29.8,2.1417773517317835,5.354443379329458,1.5436241610738255,3.859060402684564
41,BOS,203096,Sullinger,125.73245412576627,102,203096,80,3644,106.6,1.1794789317614096,3.45039665548206,0.9568480300187617,2.7991218441273324
42,BOS,203109,Crowder,113.95867973842616,83,203109,72,3506,97.5,1.1688069716761658,3.250390180787968,0.8512820512820513,2.367370222475756
43,BOS,203482,Olynyk,89.82239386238402,74,203482,68,2795,76.8,1.1695624200831254,3.2136813546470133,0.9635416666666667,2.6475849731663685
44,BOS,203923,Young,6.517749027175634,5,203923,28,181,5.1,1.2779900053285558,3.6009663133567043,0.9803921568627452,2.7624309392265194
45,BOS,203935,Smart,109.54229619894112,80,203935,61,2773,147.2,0.7441732078732414,3.950317208760949,0.5434782608695653,2.88496213487198
46,BOS,1626154,Hunter,13.00618642709529,11,1626154,35,337,10.2,1.2751163163818913,3.8594025006217483,1.0784313725490198,3.2640949554896146
47,BOS,1626175,Mickey,0.30448060502523355,1,1626175,16,106,2.6,0.11710792500970521,0.28724585379739015,0.3846153846153846,0.9433962264150944
48,BOS,1626179,Rozier,31.776098863992413,19,1626179,38,707,50.4,0.6304781520633416,4.494497717679266,0.376984126984127,2.6874115983026874
49,BOS,1626262,Clarke,0.017646371761129487,1,1626262,3,12,0.4,0.04411592940282372,0.1470530980094124,2.5,8.333333333333332
50,CHA,2744,Jefferson,51.303322594528765,34,2744,47,1338,48.1,1.0665971433373964,3.8343290429393697,0.7068607068607068,2.5411061285500747
51,CHA,101107,Williams,94.31722827460335,62,101107,81,4583,96.2,0.9804285683430701,2.057980106362718,0.6444906444906445,1.3528256600480035
52,CHA,201150,Hawes,70.33614993557802,58,201150,57,1507,41.9,1.6786670629016234,4.66729594794811,1.3842482100238664,3.8487060384870606
53,CHA,201584,Lee,34.335624761676186,23,201584,79,2893,120.3,0.2854166646855876,1.18685187561964,0.19118869492934332,0.7950224680262703
54,CHA,201587,Batum,320.13897315594807,205,201587,70,4608,210.1,1.5237457075485392,6.94746035494679,0.9757258448357925,4.448784722222222
55,CHA,201946,Hansbrough,19.77417678135346,12,201946,44,293,8.6,2.2993228815527282,6.748865795683775,1.3953488372093024,4.09556313993174
56,CHA,202391,Lin,207.45823930605104,150,202391,78,3642,265.2,0.7822708872777189,5.696272358760325,0.5656108597285068,4.118616144975288
57,CHA,202689,Walker,233.04830810268476,171,202689,81,7168,656.0,0.3552565672297024,3.2512319768789726,0.2606707317073171,2.3856026785714284
58,CHA,203077,Kidd-Gilchrist,9.535532447962206,8,203077,7,214,9.1,1.0478607085672753,4.455856284094488,0.8791208791208791,3.7383177570093453
59,CHA,203087,Lamb,68.58036597726512,50,203087,66,1790,88.8,0.7723014186628955,3.8313053618583863,0.5630630630630631,2.793296089385475
60,CHA,203148,Roberts,21.304301142027423,16,203148,51,996,91.1,0.23385621451182684,2.138986058436488,0.1756311745334797,1.6064257028112447
61,CHA,203268,Gutierrez,3.5158550565135656,6,203268,12,131,14.5,0.24247276251817693,2.683858821766081,0.41379310344827586,4.580152671755725
62,CHA,203469,Zeller,92.89460249326156,68,203469,73,1920,46.7,1.9891777835816178,4.838260546524039,1.45610278372591,3.5416666666666665
63,CHA,203584,Daniels,38.22230851923182,24,203584,43,601,18.6,2.0549628236146136,6.359785111353047,1.2903225806451613,3.9933444259567388
64,CHA,203798,Hairston,33.23744589853122,24,203798,66,1336,41.1,0.8086969804995431,2.487832776836169,0.583941605839416,1.7964071856287425
65,CHA,1626151,Harrison,5.201433957767474,4,1626151,21,90,3.9,1.3337010148121728,5.779371064186082,1.0256410256410258,4.444444444444445
66,CHA,1626163,Kaminsky,79.89488949676687,58,1626163,81,3470,83.9,0.9522632836325013,2.302446383192129,0.6912991656734206,1.6714697406340056
67,CHI,2200,Gasol,230.57528277574934,164,2200,72,5456,156.5,1.473324490579868,4.226086561139101,1.0479233226837061,3.005865102639296
68,CHI,2399,Dunleavy,43.455538891667224,26,2399,31,937,28.5,1.5247557505848148,4.637730938278253,0.9122807017543859,2.774813233724653
69,CHI,2550,Hinrich,33.11134906013624,27,2550,46,1127,80.0,0.413891863251703,2.93800790240783,0.3375,2.3957409050576755
70,CHI,201149,Noah,67.37854118151932,52,201149,29,1537,49.2,1.3694825443398235,4.383769758068921,1.056910569105691,3.383214053350683
71,CHI,201166,Brooks,114.31898810197858,82,201166,69,2401,211.8,0.5397497077524956,4.761307292877075,0.3871576959395656,3.4152436484798003
72,CHI,201565,Rose,245.38466008230498,175,201565,66,4995,394.2,0.6224877221773338,4.912605807453553,0.44393708777270424,3.5035035035035036
73,CHI,201959,Gibson,120.24473476371499,78,201959,73,2628,72.2,1.6654395396636423,4.5755226318004185,1.080332409972299,2.968036529680365
74,CHI,202703,Mirotic,129.33621438439243,102,202703,66,3010,89.2,1.4499575603631438,4.296884198817024,1.1434977578475336,3.388704318936877
75,CHI,202710,Butler III,184.49329686872747,132,202710,67,4559,292.6,0.6305307480134226,4.046793087710627,0.45112781954887216,2.895371792059662
76,CHI,202734,Moore,75.7891704385073,53,202734,59,1978,125.5,0.6038977724183848,3.831606190015536,0.42231075697211157,2.679474216380182
77,CHI,203200,Holiday,35.20125685268277,26,203200,53,912,34.8,1.0115303693299647,3.859786935601181,0.7471264367816093,2.850877192982456
78,CHI,203503,Snell,72.01041175762029,52,203503,64,1300,55.8,1.2905091712835177,5.539262442893868,0.931899641577061,4.0
79,CHI,203926,McDermott,66.15847913639969,53,203926,81,1949,47.7,1.386970212503138,3.394483280472021,1.111111111111111,2.719343252950231
80,CHI,203946,Bairstow,3.4255348923251123,4,203946,18,199,4.9,0.6990887535357372,1.7213743177513126,0.8163265306122448,2.0100502512562812
