,team,player_id,player,TOI,TOs,PLAYER_ID,GP,TOUCHES,TIME_OF_POSS,TOI_POSS,TOI_10_TOUCHES,TO_POSS,TO_10_TOUCHES
0,ATL,101150,Williams,48.072496710868926,43,101150,56,1328,102.0,0.47129898736146003,3.6199169209991657,0.4215686274509804,3.2379518072289155
1,ATL,201568,Gallinari,49.56402349004469,38,201568,66,2586,105.6,0.46935628304966565,1.9166289052608156,0.35984848484848486,1.4694508894044858
2,ATL,202362,Stephenson,3.534922676567385,4,202362,46,1815,138.3,0.02555981689491963,0.19476157997616447,0.028922631959508314,0.22038567493112945
3,ATL,203476,Dieng,27.580395828571298,20,203476,44,675,19.5,1.4143792732600666,4.085984567195748,1.0256410256410255,2.9629629629629632
4,ATL,203524,Hill,1.117156636565895,1,203524,13,182,4.8,0.23274096595122812,0.6138223277834588,0.20833333333333334,0.5494505494505495
5,ATL,203991,Capela,43.71991839852651,44,203991,74,2871,64.7,0.6757328964223571,1.5228115081339781,0.6800618238021638,1.532567049808429
6,ATL,203992,Bogdanović,80.4161105338876,70,203992,63,2707,128.6,0.6253196775574464,2.9706727201288365,0.5443234836702955,2.5858884373845585
7,ATL,1626153,Wright,56.71886422104866,45,1626153,77,2575,195.6,0.289973743461394,2.2026743386815015,0.23006134969325154,1.7475728155339807
8,ATL,1627760,Barber,2.0122219620260453,1,1627760,3,30,2.5,0.8048887848104181,6.707406540086818,0.4,3.3333333333333335
9,ATL,1627789,Luwawu-Cabarrot,27.156793849601907,20,1627789,52,805,22.5,1.2069686155378625,3.373514763925703,0.8888888888888888,2.484472049689441
10,ATL,1628381,Collins,55.477774450150896,60,1628381,54,2892,76.0,0.7299707164493539,1.9183186186082606,0.7894736842105263,2.0746887966804977
11,ATL,1628411,Iwundu,2.1343708899329368,1,1628411,3,90,2.7,0.7905077370121988,2.3715232110365965,0.37037037037037035,1.1111111111111112
12,ATL,1628989,Huerter,115.654612253597,91,1628989,74,2944,132.4,0.8735242617341162,3.9284854705705503,0.6873111782477341,3.091032608695652
13,ATL,1628995,Knox II,2.423741779865874,2,1628995,30,309,8.1,0.2992273802303548,0.784382453031027,0.2469135802469136,0.6472491909385114
14,ATL,1629027,Young,410.9074684107499,303,1629027,76,6304,661.7,0.6209875599376604,6.518202227327885,0.4579114402297113,4.806472081218274
15,ATL,1629629,Reddish,58.34828119690394,44,1629629,49,1139,47.8,1.2206753388473628,5.12276393300298,0.9205020920502093,3.8630377524143986
16,ATL,1629631,Hunter,84.93502442458177,69,1629631,53,1721,63.4,1.3396691549618576,4.9352135052052155,1.0883280757097793,4.009296920395119
17,ATL,1630168,Okongwu,57.08903492904024,44,1630168,48,1239,28.4,2.0101772862338114,4.607670292900746,1.5492957746478875,3.5512510088781277
18,ATL,1630219,Mays,11.7990537586638,10,1630219,28,356,22.7,0.5197821039058943,3.314340943444887,0.4405286343612335,2.8089887640449436
19,ATL,1630536,Cooper,7.810726071849546,5,1630536,13,100,8.5,0.9189089496293583,7.810726071849546,0.5882352941176471,5.0
20,ATL,1630552,Johnson,10.411490678726258,9,1630552,22,175,6.1,1.7068017506108621,5.949423244986433,1.4754098360655739,5.142857142857142
21,BKN,200746,Aldridge,42.86063864229542,44,200746,47,1639,46.4,0.9237206603942979,2.6150481172846503,0.9482758620689655,2.684563758389262
22,BKN,200794,Millsap,13.676010426462355,11,200794,33,587,20.8,0.6575005012722286,2.3298143827022755,0.5288461538461539,1.8739352640545146
23,BKN,201142,Durant,248.6110534027519,191,201142,55,4024,241.6,1.0290192607729798,6.178207092513715,0.7905629139072848,4.746520874751491
24,BKN,201609,Dragic,39.69231956705305,33,201609,21,1131,81.1,0.4894244089648958,3.509488909553762,0.406905055487053,2.9177718832891246
25,BKN,201933,Griffin,35.594661457714295,31,201933,56,1700,54.1,0.657941986279377,2.0938036151596644,0.5730129390018485,1.8235294117647058
26,BKN,201935,Harden,283.440683908575,212,201935,65,5934,597.0,0.47477501492223617,4.7765534868313955,0.35510887772194305,3.572632288506909
27,BKN,201949,Johnson,54.80485557295627,48,201949,62,1467,66.8,0.8204319696550341,3.7358456423283073,0.718562874251497,3.2719836400818
28,BKN,201988,Mills,88.49163887988975,73,201988,81,3029,135.0,0.6554936213325167,2.9214803195737784,0.5407407407407407,2.4100363156157147
29,BKN,202681,Irving,85.55742009787261,73,202681,29,2348,168.4,0.5080606894172958,3.6438424232484077,0.4334916864608076,3.1090289608177173
30,BKN,203083,Drummond,46.07048445328177,36,203083,73,2128,61.9,0.7442727698430012,2.164966374684294,0.5815831987075929,1.6917293233082706
31,BKN,203552,Curry,31.52731009027365,25,203552,64,3468,189.5,0.1663710295001248,0.909091986455411,0.13192612137203166,0.720876585928489
32,BKN,203925,Harris,21.98608766427103,16,203925,14,482,11.5,1.9118337099366112,4.561428975989839,1.391304347826087,3.319502074688797
33,BKN,204038,Galloway,6.871418956905036,5,204038,7,143,6.8,1.0105027877801525,4.805188081751774,0.7352941176470589,3.4965034965034967
34,BKN,1627761,Bembry,30.657596435350808,30,1627761,56,1169,41.6,0.736961452772856,2.6225488824081102,0.7211538461538461,2.5662959794696323
35,BKN,1627885,Harrison,1.2223474604080213,2,1627885,2,36,1.5,0.8148983069386809,3.3954096122445034,1.3333333333333333,5.555555555555555
36,BKN,1628971,Brown,75.24659713947554,56,1628971,72,2684,108.3,0.6947977575205498,2.8035244835870174,0.5170821791320407,2.086438152011923
