,team,year,non_fb_o_rating,non_fb_d_rating
16,DET,2004,1.0052272727272729,0.9634482758620689
17,MEM,2004,0.9995402298850573,0.9819318181818182
18,LAC,2004,1.0098863636363637,1.0136781609195402
19,ORL,2004,0.9997727272727273,1.0241379310344827
20,IND,2004,1.00816091954023,1.0
21,UTA,2004,1.0074157303370785,1.0386046511627907
22,GSW,2004,0.9989655172413792,1.0213483146067417
23,PHI,2004,0.9860919540229883,0.9881818181818183
24,POR,2004,0.9898863636363636,1.0176744186046511
25,CHI,2004,0.9681818181818181,0.9601149425287355
26,NJN,2004,0.9699999999999999,0.9982758620689656
27,CHA,2004,0.973720930232558,1.0348275862068965
28,ATL,2004,0.9612499999999998,1.0540229885057473
29,NOH,2004,0.9576404494382021,1.0224137931034483
0,PHX,2005,1.087865168539326,1.0240449438202248
1,DAL,2005,1.0698863636363638,1.0079775280898877
2,SEA,2005,1.0711363636363636,1.10375
3,DET,2005,1.0679545454545456,0.9802247191011236
4,WAS,2005,1.0450000000000002,1.027640449438202
5,TOR,2005,1.0543820224719103,1.0917977528089888
6,MIA,2005,1.0358426966292136,0.9952808988764045
7,LAL,2005,1.0459090909090911,1.0117977528089888
8,CLE,2005,1.0404494382022473,1.02
9,SAS,2005,1.03,0.9659090909090907
10,SAC,2005,1.0219318181818182,1.0080681818181818
11,ORL,2005,1.0175280898876404,1.0347126436781608
12,MIL,2005,1.0131818181818182,1.0260227272727274
13,PHI,2005,1.0113793103448276,1.0338636363636362
14,DEN,2005,1.0073563218390804,1.0161363636363636
15,ATL,2005,1.0136363636363637,1.0699999999999998
16,MEM,2005,1.0120689655172415,0.9760919540229884
17,BOS,2005,1.0154545454545454,1.0189655172413792
18,LAC,2005,1.0142045454545456,0.9886363636363636
19,GSW,2005,1.0093181818181818,1.016629213483146
20,CHI,2005,1.01,0.9902247191011235
21,IND,2005,1.0084090909090908,0.9660919540229885
22,NYK,2005,0.9976404494382022,1.0547126436781609
23,NJN,2005,0.991685393258427,0.9781818181818182
24,UTA,2005,0.993820224719101,1.0275862068965518
25,NOK,2005,0.9877272727272726,1.0242696629213484
26,MIN,2005,0.98,1.013932584269663
27,CHA,2005,0.9772941176470588,1.0224719101123596
28,HOU,2005,0.9742045454545454,0.9924137931034482
29,POR,2005,0.9722471910112359,1.0742696629213484
0,PHX,2006,1.0933333333333335,1.0252808988764044
1,DAL,2006,1.0642696629213484,0.9874157303370785
2,WAS,2006,1.0445454545454544,1.0638888888888889
3,UTA,2006,1.06,1.0242528735632184
4,SAS,2006,1.05,0.9522727272727272
5,DET,2006,1.03,0.9896629213483146
6,LAL,2006,1.043820224719101,1.03
7,DEN,2006,1.0315909090909092,1.0087499999999998
8,SEA,2006,1.028390804597701,1.0577272727272726
9,GSW,2006,1.028390804597701,1.03
10,MIL,2006,1.0309090909090908,1.0815909090909093
11,TOR,2006,1.0296629213483146,1.026
12,MEM,2006,1.0318181818181817,1.0689655172413794
13,SAC,2006,1.0175,1.046179775280899
14,HOU,2006,1.0184090909090908,0.9663636363636364
15,CLE,2006,1.014137931034483,0.9818181818181817
16,NYK,2006,1.0135955056179777,1.0399999999999998
17,NJN,2006,1.0121348314606742,1.0098863636363637
18,ORL,2006,0.9957303370786517,1.003103448275862
19,CHI,2006,1.004022988505747,0.9477272727272726
20,LAC,2006,1.0019101123595504,1.015
21,POR,2006,1.0087499999999998,1.0452808988764044
22,NOK,2006,1.0102247191011235,1.02
23,MIA,2006,1.0002247191011235,1.0098863636363637
24,MIN,2006,0.9978651685393259,1.0338636363636362
25,PHI,2006,0.9899999999999999,1.0315909090909092
26,CHA,2006,0.9949999999999999,1.0320454545454545
27,BOS,2006,0.983820224719101,1.0231818181818182
28,IND,2006,0.988202247191011,1.01
29,ATL,2006,0.9874999999999998,1.0393181818181818
0,UTA,2007,1.0961363636363637,1.03
1,PHX,2007,1.096,1.0450000000000002
2,LAL,2007,1.0868181818181817,1.0138636363636364
3,ORL,2007,1.0864444444444443,1.0196629213483146
4,GSW,2007,1.06625,1.054
5,NOH,2007,1.0668181818181819,1.0256043956043956
6,DET,2007,1.0604545454545455,0.9888888888888887
7,DAL,2007,1.0623333333333336,1.0176404494382023
8,DEN,2007,1.0580459770114943,1.0225
9,TOR,2007,1.0619318181818183,1.032
10,BOS,2007,1.0485057471264367,0.9441379310344828
11,WAS,2007,1.055632183908046,1.0535955056179775
12,SAC,2007,1.0251724137931033,1.0513793103448275
13,POR,2007,1.036,1.03
14,SAS,2007,1.0316853932584271,0.9781818181818182
15,HOU,2007,1.0242696629213484,0.9820689655172413
16,ATL,2007,1.0163636363636364,1.0451724137931033
17,IND,2007,1.0354545454545454,1.0222727272727272
18,PHI,2007,1.0151724137931033,1.02125
19,CLE,2007,1.0223595505617977,1.0223595505617977
20,MIL,2007,1.02,1.0873563218390805
21,MEM,2007,1.0116666666666667,1.0745454545454545
22,CHA,2007,1.0131818181818182,1.0545454545454547
23,NYK,2007,1.0052808988764044,1.075909090909091
24,CHI,2007,1.0031818181818182,1.0260919540229885
25,MIN,2007,1.0015909090909092,1.0621348314606742
26,NJN,2007,0.9978651685393259,1.0520689655172415
27,LAC,2007,0.9614606741573035,1.0422727272727272
28,SEA,2007,0.968,1.0540229885057473
29,MIA,2007,0.9674999999999999,1.058409090909091
0,PHX,2008,1.0914606741573034,1.0635632183908046
1,POR,2008,1.099325842696629,1.0385393258426967
2,LAL,2008,1.086279069767442,0.9987499999999999
3,CLE,2008,1.068409090909091,0.9758426966292134
4,BOS,2008,1.0500000000000003,0.98
5,DAL,2008,1.0623595505617978,1.0396629213483146
6,DEN,2008,1.0579545454545456,1.0199999999999998
7,UTA,2008,1.0475862068965518,1.033103448275862
8,ORL,2008,1.0614606741573034,0.9840449438202246
9,ATL,2008,1.0478409090909093,1.0357303370786517
10,GSW,2008,1.051818181818182,1.0757303370786517
11,SAS,2008,1.0557777777777777,1.006629213483146
12,NOH,2008,1.0439772727272727,1.0296629213483146
13,IND,2008,1.0496629213483146,1.0459090909090911
14,CHI,2008,1.0309090909090908,1.0447727272727272
15,NJN,2008,1.0378651685393259,1.0680898876404497
16,HOU,2008,1.0407865168539325,0.9938636363636363
17,NYK,2008,1.04375,1.0668181818181819
18,MIA,2008,1.0382758620689656,1.0321348314606742
19,PHI,2008,1.0303448275862068,1.03125
20,DET,2008,1.0340449438202248,1.038
21,TOR,2008,1.0275280898876404,1.0617977528089888
22,MIL,2008,1.02375,1.0319318181818182
23,MIN,2008,1.0214606741573033,1.0679545454545456
24,SAC,2008,1.012359550561798,1.1020689655172415
25,WAS,2008,1.01,1.08
26,CHA,2008,1.0015909090909092,1.0273563218390804
27,MEM,2008,0.9889655172413793,1.0617241379310345
28,LAC,2008,0.990561797752809,1.076818181818182
29,OKC,2008,0.971590909090909,1.0439080459770116
0,PHX,2009,1.1133333333333335,1.0509090909090908
1,ATL,2009,1.0673563218390805,1.0372222222222223
2,ORL,2009,1.082808988764045,0.99
3,DEN,2009,1.071590909090909,1.026741573033708
4,CLE,2009,1.0626136363636365,1.00375
5,TOR,2009,1.066179775280899,1.0882022471910113
6,UTA,2009,1.0601149425287357,1.0154545454545452
7,POR,2009,1.067865168539326,1.0252808988764044
8,SAS,2009,1.0646666666666667,1.0070454545454546
9,DAL,2009,1.0538636363636364,1.0178651685393258
10,LAL,2009,1.0541573033707865,0.9917977528089887
11,MEM,2009,1.0347727272727272,1.0572727272727274
12,OKC,2009,1.0360919540229885,1.0125
13,GSW,2009,1.0342528735632184,1.0621348314606742
14,BOS,2009,1.032093023255814,0.9962499999999999
15,NOH,2009,1.02875,1.0538636363636364
16,HOU,2009,1.0314606741573034,1.0438636363636364
17,NYK,2009,1.034831460674157,1.075
18,MIA,2009,1.0268181818181819,1.0119318181818182
19,PHI,2009,1.020344827586207,1.061590909090909
20,DET,2009,1.0162499999999999,1.0735955056179776
21,SAC,2009,0.9991011235955055,1.0657954545454547
22,MIL,2009,1.0119318181818182,0.9857954545454545
23,CHA,2009,0.998139534883721,0.9830232558139534
24,WAS,2009,1.0026666666666666,1.0557303370786517
25,IND,2009,1.0035955056179775,1.0268181818181819
26,LAC,2009,1.001111111111111,1.0580459770114943
27,CHI,2009,1.0007865168539327,1.0139772727272727
28,MIN,2009,0.9852808988764044,1.0662068965517242
29,NJN,2009,0.9587499999999999,1.058409090909091
0,DEN,2010,1.0880898876404494,1.0376404494382023
1,SAS,2010,1.0721348314606742,1.0114606741573033
2,MIA,2010,1.0641573033707865,0.9949999999999998
3,HOU,2010,1.0614606741573034,1.0572222222222223
4,LAL,2010,1.0749438202247192,1.0070454545454546
5,OKC,2010,1.064022988505747,1.031123595505618
6,NYK,2010,1.06125,1.0540449438202248
7,DAL,2010,1.0591011235955057,1.0017241379310347
8,PHX,2010,1.0567415730337077,1.0619318181818183
9,CHI,2010,1.049431818181818,0.9624999999999998
10,POR,2010,1.0450000000000002,1.0275280898876404
11,ORL,2010,1.0442045454545454,0.975909090909091
12,MEM,2010,1.0338372093023254,1.0127586206896553
13,GSW,2010,1.0347126436781608,1.0579545454545456
14,UTA,2010,1.03875,1.061590909090909
15,DET,2010,1.0336363636363637,1.0657954545454547
16,PHI,2010,1.0186363636363638,1.0021348314606742
17,BOS,2010,1.021860465116279,0.9605617977528089
18,NOH,2010,1.0280459770114942,1.0175280898876404
19,TOR,2010,1.02375,1.0909090909090908
20,ATL,2010,1.0053932584269663,1.027840909090909
21,LAC,2010,1.0096629213483146,1.042758620689655
22,IND,2010,1.008314606741573,1.0220689655172415
23,MIN,2010,1.001460674157303,1.073953488372093
24,CHA,2010,0.9918181818181818,1.04
25,SAC,2010,0.9867415730337078,1.037816091954023
26,NJN,2010,0.9955555555555555,1.0645454545454547
27,WAS,2010,0.9824999999999999,1.057840909090909
28,CLE,2010,0.99438202247191,1.0926136363636363
29,MIL,2010,0.9739772727272727,0.9807865168539326
0,SAS,2011,1.0732584269662921,0.9898863636363636
1,DEN,2011,1.0441379310344827,1.01125
2,OKC,2011,1.0484090909090908,0.9904597701149424
3,LAC,2011,1.0320689655172413,1.0053932584269663
4,CHI,2011,1.0444318181818182,0.9431818181818181
5,MIA,2011,1.0109302325581395,0.9645348837209303
6,UTA,2011,1.0201149425287357,1.0347727272727272
7,IND,2011,1.0306896551724138,1.0035955056179775
8,PHX,2011,1.027840909090909,1.022183908045977
9,POR,2011,1.0195402298850573,1.0145454545454546
10,LAL,2011,1.026,1.0073563218390804
11,MIL,2011,1.0017241379310347,0.996551724137931
12,GSW,2011,1.0231818181818182,1.0452272727272727
13,ATL,2011,1.0106896551724138,0.9689655172413792
14,HOU,2011,1.0119318181818182,1.0038636363636364
15,ORL,2011,1.0074157303370785,1.0052272727272729
16,NYK,2011,1.0062790697674417,0.9641379310344828
17,MIN,2011,1.0044943820224719,1.0204545454545455
18,PHI,2011,0.9902272727272726,0.9598876404494383
19,SAC,2011,0.9941379310344827,1.044943820224719
20,MEM,2011,0.9799999999999999,0.9734482758620688
21,DAL,2011,0.9785057471264367,0.9655172413793103
22,NJN,2011,0.9889655172413793,1.0506896551724139
23,BOS,2011,0.9672413793103448,0.9406896551724138
24,WAS,2011,0.9608045977011495,1.0158620689655171
25,DET,2011,0.9654545454545453,1.0125581395348837
26,CLE,2011,0.9770454545454546,1.0557954545454546
27,NOH,2011,0.9668181818181818,1.002183908045977
28,TOR,2011,0.964090909090909,1.0122727272727272
29,CHA,2011,0.9191011235955056,1.0649425287356322
0,MIA,2012,1.0803488372093024,1.002758620689655
1,OKC,2012,1.071264367816092,0.9709090909090908
2,LAC,2012,1.0541176470588236,0.9951724137931034
3,NYK,2012,1.0701149425287357,1.0191011235955056
4,DEN,2012,1.0562790697674418,1.0087499999999998
5,HOU,2012,1.0480459770114943,1.021264367816092
6,LAL,2012,1.0358426966292136,1.0301149425287357
7,BKN,2012,1.035909090909091,1.017816091954023
8,SAS,2012,1.0384090909090908,0.9673563218390804
9,SAC,2012,1.0241379310344827,1.057840909090909
10,GSW,2012,1.0315730337078652,1.0080459770114942
11,UTA,2012,1.013953488372093,1.03
12,TOR,2012,1.0138636363636364,1.0321348314606742
13,POR,2012,1.0157303370786517,1.0448275862068965
14,DAL,2012,1.0268181818181819,1.0117241379310344
15,NOH,2012,1.0225,1.053448275862069
16,ATL,2012,1.0086363636363638,1.0109302325581395
17,MEM,2012,1.0022093023255814,0.9712643678160918
18,IND,2012,1.0045454545454546,0.9520689655172414
19,CLE,2012,1.0003448275862068,1.0586363636363638
20,DET,2012,0.997191011235955,1.0425581395348837
21,MIL,2012,0.993448275862069,1.0055172413793103
22,BOS,2012,0.9886363636363636,0.9868181818181819
23,CHI,2012,0.9922727272727272,0.9901149425287356
24,MIN,2012,0.9717241379310344,1.0163636363636364
25,PHI,2012,0.9760919540229884,1.0270786516853934
26,ORL,2012,0.9861797752808987,1.0472413793103448
27,CHA,2012,0.9863636363636363,1.0794318181818183
28,PHX,2012,0.9775862068965516,1.0206896551724138
29,WAS,2012,0.9527272727272728,0.9840229885057471
0,LAC,2013,1.0582758620689656,1.0052808988764044
1,POR,2013,1.0746666666666667,1.0339772727272727
2,MIA,2013,1.0610588235294118,1.0127586206896553
3,HOU,2013,1.0674157303370788,1.0189655172413792
4,DAL,2013,1.0717241379310345,1.04
5,SAS,2013,1.0610227272727273,0.9839772727272726
6,OKC,2013,1.05,0.9851724137931034
7,PHX,2013,1.051818181818182,1.0193181818181818
8,TOR,2013,1.0498863636363638,1.01
9,MIN,2013,1.055632183908046,1.0218181818181817
10,NYK,2013,1.037816091954023,1.0546666666666666
11,GSW,2013,1.04,0.9801149425287357
12,NOP,2013,1.033181818181818,1.0614606741573034
13,MEM,2013,1.0163636363636364,1.0109090909090908
14,BKN,2013,1.016860465116279,1.0422727272727272
15,DET,2013,1.0139080459770116,1.0645454545454547
16,DEN,2013,1.0238636363636364,1.0481609195402297
17,SAC,2013,1.0323595505617977,1.0419318181818182
18,WAS,2013,1.0173563218390804,1.0045454545454546
19,ATL,2013,1.0198863636363635,1.0324137931034483
20,IND,2013,1.0031460674157304,0.9657954545454547
21,LAL,2013,1.0015909090909092,1.0631034482758621
22,CLE,2013,1.0104545454545455,1.0422727272727272
23,CHA,2013,1.0026666666666668,1.0053333333333334
24,UTA,2013,1.0014606741573033,1.0704545454545455
25,MIL,2013,0.9896629213483145,1.0686363636363638
26,BOS,2013,0.9914606741573033,1.0427272727272727
27,CHI,2013,0.9912643678160921,0.9741379310344827
28,ORL,2013,0.9904545454545454,1.0420454545454545
29,PHI,2013,0.9551724137931034,1.0627586206896553
0,LAC,2014,1.096818181818182,1.006179775280899
1,GSW,2014,1.0770114942528737,0.9797727272727272
2,TOR,2014,1.0839772727272727,1.0414606741573034
3,CLE,2014,1.0668181818181819,1.0319318181818182
4,DAL,2014,1.0560919540229885,1.0140909090909092
5,ATL,2014,1.0524137931034483,1.0
6,SAS,2014,1.0497701149425287,0.9919318181818182
7,POR,2014,1.0443333333333333,1.0052272727272729
8,NOP,2014,1.05,1.0398863636363636
